"id","loan_amnt_USD","loan_amnt_EUR","funded_amnt_USD","funded_amnt_EUR","int_rate","installment_USD","installment_EUR","total_pymnt_USD","total_pymnt_EUR","issue_date","loan_status","term_months","sub_grade","state_address","verification_status"
40961552,35000,31654.5366583354,35000,31654.5366583354,0.166172947947948,790.82,715.229733718422,7883.52,7129.97636676343,"0","1","60","C2","2","1"
58672523,12000,10581.9599364094,12000,10581.9599364094,0.166172947947948,268.7,236.947719576101,1058.41,933.337684691256,"8","1","60","C1","3","1"
54494747,25000,22853.4987674499,25000,22853.4987674499,0.166172947947948,824.76,753.946065737678,2442.25,2232.55829459218,"7","1","36","B5","4","1"
39601021,19250,17053.5760658729,19250,17053.5760658729,0.2299,542.56,480.653934041558,5918.99,5243.6335687346,"1","1","60","F1","1","1"
56552338,9600,8465.56794912752,9600,8465.56794912752,0.166172947947948,301.63,265.986381301597,648.9,572.219483561338,"8","1","36","B1","4","1"
50819540,20000,17820.5996341603,1000,891.029981708017,0.166172947947948,416.82,371.399116975536,2897.36,2581.63462780154,"6","1","60","B2","2","1"
50024204,5000,4561.90008400945,5000,4561.90008400945,0.166172947947948,161.32,147.185144310481,1122.3,1023.96409285676,"5","1","36","B5","1","1"
46826919,6475,5907.66060879223,6475,5907.66060879223,0.1952,239.06,218.11356681666,3143.85094094105,2868.38677431843,"5","1","36","E3","3","1"
65413463,30000,28347.3011358036,30000,28347.3011358036,0.1367,692.93,654.756512534414,692.93,654.756512534414,"11","1","60","C4","0","1"
39370702,10000,8859.00055370021,10000,8859.00055370021,0.166172947947948,222.4,197.024172314293,2433.08,2155.46570671969,"1","1","60","B5","3","0"
59209920,14400,12793.2476503005,14400,12793.2476503005,0.166172947947948,480.29,426.699230136309,1911.33,1698.06375218395,"9","1","36","C5","4","0"
40521630,21000,18741.0295903992,21000,18741.0295903992,0.1333,481.37,429.589019710975,5279.52,4711.60193062402,"2","1","60","C3","1","1"
60950411,12000,10661.0397085838,12000,10661.0397085838,0.166172947947948,400.24,355.581211080298,1192.53,1059.46747363978,"9","1","36","C1","3","1"
57498326,15000,13566.2299964294,15000,13566.2299964294,0.166172947947948,491.01,444.076972703121,2436.73,2203.8159746133,"0","1","36","B4","4","1"
65373774,24000,22677.8409086429,24000,22677.8409086429,0.166172947947948,509.82,481.734035501847,993,938.2956675951,"11","1","60","B3","2","0"
54207346,20000,18088.3066619059,20000,18088.3066619059,0.166172947947948,602.3,544.729355123297,3005.59,2718.30168099789,"0","1","36","A1","4","1"
67277544,5000,4572.89986751108,5000,4572.89986751108,0.166172947947948,150.58,137.717452409964,0,0,"12","1","36","A1","3","0"
46724000,14000,12596.3599638714,1000,899.739997419388,0.166172947947948,469.63,422.544894988067,3747.17,3371.47872613001,"4","1","36","C2","3","1"
38589992,9000,7973.10049833019,9000,7973.10049833019,0.1366,306.12,271.191724949871,3143.85094094105,2785.13772265477,"1","1","36","C3","3","1"
37907332,21300,18869.6711793814,21300,18869.6711793814,0.166172947947948,523.54,463.804114988421,6243.45,5531.07270069996,"1","1","60","D3","4","1"
61479859,2875,2611.50634082639,2875,2611.50634082639,0.1855,104.74,95.1405823089238,206.52,187.592448524336,"10","1","36","E2","1","1"
60276199,24000,21322.0794171676,24000,21322.0794171676,0.166172947947948,542.28,481.772384430901,2135.28,1897.0254057454,"9","1","60","C2","2","0"
40463001,27200,24274.0954694695,27200,24274.0954694695,0.2199,751.08,670.286309750336,8195.42,7313.83851074998,"2","1","60","E5","0","1"
46134507,15273.4631578947,13742.1457022693,9600,8637.50397522612,0.166172947947948,316.71,284.956654582694,2838.09,2553.54308927599,"4","1","36","B5","1","1"
46630863,24000,21897.1204032453,24000,21897.1204032453,0.166172947947948,528.19,481.91000107459,4210.15,3841.25672773848,"5","1","60","B5","1","1"
55565035,2500,2204.57498675196,2500,2204.57498675196,0.166172947947948,81.84,72.1689667663121,407.67,359.495633939668,"8","1","60","B4","1","1"
59471753,9000,7995.77978143784,9000,7995.77978143784,0.1465,310.45,275.80998146082,1234.48,1096.73669162104,"9","1","36","C5","2","1"
62175292,8000,7266.8002527343,8000,7266.8002527343,0.1333,270.83,246.008439056004,806.57,732.647884980988,"10","0","36","C3","2","1"
50293790,3350,3056.47305628633,3350,3056.47305628633,0.1757,120.39,109.841430222779,939.56,857.235768586383,"5","1","36","D4","2","1"
58542443,10500,9328.40974501081,10500,9328.40974501081,0.1561,367.14,326.174509884121,1459.45,1296.60453355772,"9","1","36","D1","2","1"
50143898,10800,9872.71146753834,10800,9872.71146753834,0.166172947947948,337.89,308.878747941345,2017.87,1844.61558231496,"7","1","36","A5","2","1"
67685672,5700,5213.10584896264,5700,5213.10584896264,0.166172947947948,179.62,164.276854840468,0,0,"12","1","36","B1","3","0"
55253018,35000,31994.8982744298,35000,31994.8982744298,0.166172947947948,729.44,666.810245637145,4340.98,3968.26324318098,"7","1","60","B2","4","1"
48676027,28000,25546.6404704529,28000,25546.6404704529,0.166172947947948,566.27,516.653432114406,4505.61,4110.82852750276,"5","1","60","A5","2","1"
58493086,28000,24691.2398516219,28000,24691.2398516219,0.166172947947948,675.12,595.341066022393,2773.32,2445.59676090358,"8","1","60","D1","2","1"
59279690,35000,31654.5366583354,35000,31654.5366583354,0.166172947947948,790.82,715.229733718422,3237.3,2927.8637578294,"0","1","60","C2","3","1"
54316248,15000,13712.0992604699,15000,13712.0992604699,0.1855,385.41,352.318678398514,2281.54,2085.6468631155,"7","1","60","E2","1","1"
42191381,7000,6463.38030013861,7000,6463.38030013861,0.166172947947948,233.48,215.581433210909,2330.02,2151.40076670414,"3","1","36","C1","0","1"
37267742,12000,10630.8006644402,12000,10630.8006644402,0.166172947947948,377.09,334.064051879481,4545.79,4027.11561270049,"1","0","36","A5","2","0"
61354392,17850,16214.0480639134,17850,16214.0480639134,0.166172947947948,598.78,543.901831916531,1764.88,1603.12880375571,"10","1","36","C2","1","1"
66483163,10000,9145.79973502217,10000,9145.79973502217,0.166172947947948,218.53,199.863161609439,212.3,194.165328374521,"12","1","60","B5","3","1"
61712261,15000,13625.2504738768,15000,13625.2504738768,0.166172947947948,471.3,428.105369889209,1400.27,1271.93529873703,"10","1","36","B1","4","1"
48556326,35000,31186.0493597806,35000,31186.0493597806,0.166172947947948,760.82,677.913430683094,5304.37,4726.35270407255,"6","1","60","B4","2","1"
55977794,14700,13437.8572752605,14700,13437.8572752605,0.1333,497.65,454.921746464857,2909.69,2659.86387314645,"7","1","36","C3","2","1"
40970362,18675,16666.1298857479,18675,16666.1298857479,0.166172947947948,584.26,521.411140404126,6418.67,5728.21354290513,"2","1","36","A5","4","1"
55240214,15000,13712.0992604699,15000,13712.0992604699,0.1333,343.84,314.317880647998,2040.82,1865.59509418348,"7","1","60","C3","1","1"
59513186,11000,9772.61973286847,11000,9772.61973286847,0.166172947947948,440.922179176755,391.724071716557,1413.46,1255.74609887457,"9","1","36","B3","1","1"
65077612,10000,9449.10037860121,10000,9449.10037860121,0.166172947947948,314.2,296.89073389565,3143.85094094105,2970.65631163119,"11","1","36","B1","2","0"
50931657,32000,28512.9594146566,32000,28512.9594146566,0.166172947947948,1067.3,950.996299476967,7427.4,6618.03608613813,"6","1","36","C1","1","1"
46765858,10000,8997.39997419388,10000,8997.39997419388,0.166172947947948,440.922179176755,396.715320354645,2545.22,2290.03623623177,"4","1","36","B2","2","1"
39439434,10000,8859.00055370021,10000,8859.00055370021,0.1431,234.3,207.566382973196,2561.4,2269.14440182477,"1","1","60","C4","2","1"
67605508,3200,2926.65591520709,3200,2926.65591520709,0.2099,120.55,110.252615805692,113.09,103.429849203366,"12","1","36","E5","2","1"
54453629,8000,7313.11960558396,8000,7313.11960558396,0.166172947947948,250.29,228.800088260201,1498.23,1369.59189833426,"7","1","36","A5","2","0"
60586796,14000,12437.8796600144,14000,12437.8796600144,0.166172947947948,421.61,374.566745961334,1260.69,1120.02217918454,"9","1","36","A1","2","0"
53352429,9000,8227.25955628195,9000,8227.25955628195,0.166172947947948,282.78,258.500495258379,1692.59,1547.26413915192,"7","1","36","B1","3","0"
39600453,12000,10709.1597659424,12000,10709.1597659424,0.166172947947948,384.34,342.996538703526,4221.41,3767.31284396225,"2","1","36","B2","2","1"
38525848,8000,7087.20044296017,8000,7087.20044296017,0.166172947947948,248.82,220.429651777169,2982.51,2642.20577414164,"1","1","36","A4","2","0"
43185469,3000,2770.02012863083,3000,2770.02012863083,0.1561,104.9,96.8583704977915,746.7,689.458010016215,"3","1","36","D1","1","0"
48696214,6000,5474.28010081134,6000,5474.28010081134,0.166172947947948,187.72,171.271976754051,1308.78,1194.10471838998,"5","1","36","A5","2","0"
61449586,15000,13625.2504738768,15000,13625.2504738768,0.1561,361.67,328.522955925802,710.33,645.228277940594,"10","1","60","D5","1","1"
48656601,12000,10948.5602016227,12000,10948.5602016227,0.166172947947948,375.43,342.534829707933,2998.18,2735.47951877509,"5","1","36","A5","1","0"
57753502,9200,8320.62106447673,9200,8320.62106447673,0.2578,369.6,334.271907112022,1509.59,1365.29634268733,"0","1","36","F5","1","1"
37612109,15273.4631578947,13530.7618572709,11850,10497.9156561347,0.1714,423.32,375.019211439237,5057.27,4480.23577302115,"1","1","36","D4","2","1"
40942327,18000,16063.7396489136,18000,16063.7396489136,0.166172947947948,366.53,327.102360750906,4015.47,3583.52581377906,"2","1","60","B1","3","0"
55028792,8800,8044.43156614235,8800,8044.43156614235,0.166172947947948,276.5,252.759696367996,1661.5,1518.84352808472,"7","1","36","B1","2","0"
54304732,15000,13712.0992604699,15000,13712.0992604699,0.166172947947948,457.97,418.648673221161,2742.62,2507.13851158333,"7","1","36","A2","3","1"
40353115,15273.4631578947,14102.60012709,10000,9233.40042876945,0.166172947947948,329.91,304.619113545533,3286.29,3034.36314950607,"3","1","36","B5","3","1"
59139486,35000,31094.699150036,1000,888.419975715315,0.166172947947948,790.82,702.580285195186,3138.6,2788.39493578009,"9","1","60","C2","1","1"
46640982,20000,17994.7999483878,20000,17994.7999483878,0.166172947947948,625.72,562.985311185259,4974.65,4475.89157816236,"4","0","36","A5","1","1"
55298237,6350,5804.78868693227,6350,5804.78868693227,0.1333,214.97,196.512665201548,2140.67,1956.87196826068,"7","1","36","C3","2","0"
43288212,10700,9879.73845878331,10700,9879.73845878331,0.166172947947948,341.11,314.960522025755,3405.65,3144.57301702387,"3","1","36","B2","1","0"
43995151,15000,13850.1006431542,15000,13850.1006431542,0.166172947947948,524.48,484.2733856881,8707.31,8039.80798874285,"3","1","36","D1","1","0"
52878800,30000,27424.1985209398,30000,27424.1985209398,0.166172947947948,929.89,850.049598754558,4625.25,4228.1258069659,"7","0","36","A4","1","1"
67476395,1000,914.579973502217,1000,914.579973502217,0.1318,33.79,30.9036573046399,0,0,"12","1","36","C3","4","1"
57314532,15273.4631578947,13962.0828581455,12000,10969.6794083759,0.166172947947948,250.1,228.626401669568,1238.27,1131.95207675081,"7","1","60","B2","1","0"
54545068,25000,22853.4987674499,25000,22853.4987674499,0.166172947947948,733.64,670.649633430077,4367.13,3992.16800289173,"7","1","60","F4","1","1"
63898300,11200,10582.9924240334,11200,10582.9924240334,0.166172947947948,285.63,269.894654113986,559.94,529.092926599396,"11","1","60","E1","2","0"
41072014,9000,8031.86982445681,9000,8031.86982445681,0.166172947947948,301.91,269.433535411306,9047.59,8074.34056722858,"2","1","36","C2","1","1"
51818307,20575,18332.9418736425,20575,18332.9418736425,0.1919,535.89,477.494056897509,3740.25,3332.67488908341,"6","1","60","E3","2","1"
49096781,18000,16422.840302434,1000,912.380016801889,0.166172947947948,603.81,550.904177945149,4213.98,3844.75114320283,"5","1","36","C2","2","1"
50536826,8500,7573.75484451815,8500,7573.75484451815,0.1757,305.47,272.182928512348,2183.92,1945.93819765177,"6","1","36","D4","3","1"
50467647,35000,31186.0493597806,35000,31186.0493597806,0.1757,1257.8,1120.73751099234,8736.27,7784.2784982963,"6","1","36","D4","2","1"
52374207,20000,17820.5996341603,20000,17820.5996341603,0.166172947947948,654.68,583.339508424605,3928.08,3500.03705054763,"6","1","36","B4","0","1"
59551392,15273.4631578947,13569.2497678256,30000,26652.5992714595,0.1465,708.2,629.179026801586,2771.76,2462.48695188868,"9","1","60","C5","4","1"
49834230,35000,31186.0493597806,35000,31186.0493597806,0.2199,966.47,861.153746421347,6679.77,5951.87534091376,"6","1","60","F1","1","1"
55910933,15273.4631578947,13962.0828581455,12000,10969.6794083759,0.166172947947948,392.81,359.083314033679,1956.72,1788.71592432978,"7","1","36","B4","3","1"
55370453,3450,3153.78282990808,3450,3153.78282990808,0.1757,440.922179176755,403.064579134292,616.58,563.64041080137,"7","1","36","D4","1","1"
63600184,35000,33071.8513251042,35000,33071.8513251042,0.166172947947948,1240.03,1171.71679424769,2689.23,2541.08042111457,"11","1","36","D2","4","1"
60306135,3000,2665.25992714595,3000,2665.25992714595,0.1655,106.29,94.4301592187809,3143.85094094105,2793.05997660342,"9","1","36","D2","2","1"
47068352,26125,23835.9279389494,26125,23835.9279389494,0.166172947947948,544.48,496.772671548293,4342.53,3962.03759436271,"5","1","60","B2","1","0"
64270513,26400,24945.6249995072,1000,944.910037860121,0.1367,609.78,576.187242886345,589.73,557.241796627249,"11","1","60","C4","1","0"
65018758,18000,17008.3806814822,18000,17008.3806814822,0.1541,432.11,408.305076459737,833.4,787.488025552625,"11","1","60","D1","1","1"
39610057,11125,9855.63811599148,11125,9855.63811599148,0.166172947947948,346.01,306.530278158581,3801.48,3367.73134248803,"1","1","36","A4","2","0"
38478641,11950,10586.5056616717,11950,10586.5056616717,0.1999,316.54,280.422803526826,3468.67,3072.89494506033,"1","1","60","E3","2","1"
40238227,13150,11735.4542435119,13150,11735.4542435119,0.1431,451.42,402.860741795144,13609.16,12145.2223933561,"2","1","36","C4","1","1"
60784212,12500,11305.1916636912,12500,11305.1916636912,0.1786,316.47,286.220320464668,937.01,847.446211263624,"0","1","60","D5","1","1"
65975162,7475,6836.48530192907,7475,6836.48530192907,0.1899,273.97,250.567475340402,266.08,243.35143934947,"12","1","36","E3","2","1"
43350784,10000,9233.40042876945,10000,9233.40042876945,0.166172947947948,440.922179176755,407.121103826461,3080.26,2844.12740047214,"3","1","36","A4","2","1"
67665362,35000,31654.5366583354,35000,31654.5366583354,0.1367,1190.62,1076.81498388992,0,0,"0","1","36","C4","2","1"
62714689,10700,10110.5374051033,10700,10110.5374051033,0.1786,386.08,364.810867417035,761.54,719.586790231996,"11","1","36","D5","0","1"
65017781,24000,21949.9193640532,24000,21949.9193640532,0.1541,836.8,765.320521826655,816.25,746.525903371184,"12","1","60","D1","2","1"
63158531,7200,6803.35227259287,7200,6803.35227259287,0.1655,255.1,241.046550658117,500.27,472.710144640283,"11","1","60","D2","1","0"
42473621,7500,6925.05032157708,7500,6925.05032157708,0.166172947947948,245.51,226.689213926719,2445.94,2258.43434447443,"3","1","36","B4","1","0"
52046445,20000,17820.5996341603,20000,17820.5996341603,0.166172947947948,637.58,568.102895737398,4452.87,3967.64067464818,"6","1","60","B2","1","1"
43419186,35000,32316.9015006931,35000,32316.9015006931,0.166172947947948,1115.77,1030.23511964081,10024.1,9255.65292380278,"3","1","36","B2","3","1"
39450563,10000,8859.00055370021,10000,8859.00055370021,0.1366,230.93,204.580899786599,2752.19,2438.16527338882,"1","1","60","C3","2","1"
46476690,16575,14913.1904572264,16575,14913.1904572264,0.1786,419.64,377.566892517072,3340.67,3005.73441717903,"4","1","60","D5","1","1"
61361563,12525,11377.0841456871,12525,11377.0841456871,0.2099,338.78,307.730823702666,1001.73,909.921477146441,"10","1","60","E5","1","1"
48608344,26675,24337.7369481904,26675,24337.7369481904,0.166172947947948,597.29,544.955460235601,4760.11,4343.02924177884,"5","1","60","C1","3","0"
55018741,19000,17368.6590632619,19000,17368.6590632619,0.1699,677.31,619.156130007259,4027.99,3682.14658001202,"7","1","36","D3","2","1"
49157249,20000,18247.6003360378,20000,18247.6003360378,0.166172947947948,645.25,588.713205841419,4505.65,4110.86502270343,"5","1","36","B3","4","1"
40949464,12000,10709.1597659424,12000,10709.1597659424,0.166172947947948,440.922179176755,393.492171762613,4346.23,3878.70595412766,"2","1","36","C1","1","1"
46224607,23625,21256.357439033,23625,21256.357439033,0.166172947947948,787.97,708.968125766555,6400.54,5758.82184308269,"4","0","36","C1","2","1"
63354768,4000,3633.40012636715,4000,3633.40012636715,0.166172947947948,129.05,117.22257157692,253.66,230.412069013573,"10","1","36","B3","2","1"
61383473,35000,31792.2511057126,35000,31792.2511057126,0.1333,802.29,728.760146845775,2290.23,2080.33049285246,"10","1","60","C3","3","1"
39621774,18000,15946.2009966604,18000,15946.2009966604,0.2299,507.33,449.443675090873,5534.65,4903.14674145368,"1","1","60","F1","0","0"
43296506,25000,23083.5010719236,25000,23083.5010719236,0.1952,655.69,605.424832713984,5846.99,5398.75999730107,"3","1","60","E3","3","1"
44766863,28000,25192.7199277429,28000,25192.7199277429,0.1757,704.49,633.857830781984,6313.08,5680.13058290839,"4","1","60","D4","3","1"
44115410,9800,8817.45197471,9800,8817.45197471,0.1399,334.9,301.322925135753,3143.85094094105,2828.64843748924,"4","1","36","C4","1","0"
65169416,35000,33071.8513251042,35000,33071.8513251042,0.1367,808.42,763.884172806879,1458.75,1378.38751772845,"11","1","60","C4","1","1"
41159837,12000,10709.1597659424,12000,10709.1597659424,0.166172947947948,377.04,336.481799845911,4139.12,3693.8747808673,"2","1","36","B1","2","0"
47777207,35000,31933.3005880661,35000,31933.3005880661,0.1655,861.4,785.924146473148,6859.02,6258.0327828445,"5","1","60","D2","4","1"
54534857,35000,31994.8982744298,35000,31994.8982744298,0.166172947947948,1084.87,991.723008313733,5396.12,4932.80887076046,"7","1","36","A4","2","1"
55455068,10000,9141.39950697995,10000,9141.39950697995,0.166172947947948,333.53,304.893097756302,1653.99,1511.97833705498,"7","1","36","C1","0","0"
60890308,10000,8884.19975715315,10000,8884.19975715315,0.166172947947948,314.2,279.141556369752,938.06,833.391242419509,"9","1","36","B1","1","1"
59221490,28000,24875.7593200288,28000,24875.7593200288,0.166172947947948,876,778.255898726616,3143.85094094105,2793.05997660342,"9","1","36","A5","2","1"
50243579,12400,11214.7501303817,12400,11214.7501303817,0.1465,292.73,264.749500456986,2038.55,1843.69587728142,"0","1","60","C5","1","0"
42343919,20000,18466.8008575389,20000,18466.8008575389,0.166172947947948,482.23,445.262268876549,4883,4508.66942936812,"3","1","60","D1","2","1"
66064479,18000,16462.4395230399,18000,16462.4395230399,0.166172947947948,459.05,419.837936836193,422.65,386.547225800712,"12","1","60","E5","2","0"
52678182,17100,15631.7931569357,17100,15631.7931569357,0.2099,462.52,422.808009996836,2755.18,2518.6201093641,"7","1","60","E5","0","1"
65717591,16000,15118.5606057619,16000,15118.5606057619,0.166172947947948,500.58,473.003066752019,483.05,456.438793788331,"11","1","36","A5","4","1"
46095426,30000,26992.1999225816,1000,899.739997419388,0.1333,1015.6,913.77594137913,9118.18,8203.99124966951,"4","1","36","C3","4","1"
52179296,15273.4631578947,13609.113598197,17000,15147.5096890363,0.166172947947948,531.86,473.903206071226,4915.57,4379.92024718448,"6","1","36","A5","2","1"
40453665,25000,23083.5010719236,25000,23083.5010719236,0.166172947947948,833.83,769.908627952083,8321.23,7683.32486498892,"3","1","60","C1","1","1"
65793312,15273.4631578947,14432.0486507815,20000,18898.2007572024,0.1367,461.96,436.510641089861,893.54,844.314915229532,"11","1","60","C4","2","0"
65393731,20000,18898.2007572024,20000,18898.2007572024,0.166172947947948,434.75,410.799638959688,857.29,810.061926357103,"11","1","60","B4","2","0"
38534884,9000,7973.10049833019,9000,7973.10049833019,0.166172947947948,277.86,246.156189385114,3330.82,2950.77362242757,"1","1","36","A3","2","0"
55421816,27450,25093.14164666,27450,25093.14164666,0.1333,629.22,575.195139778192,3125.77,2857.39123369327,"7","1","60","C3","1","0"
48755590,35000,31654.5366583354,35000,31654.5366583354,0.2299,986.47,892.178593638517,7847.06,7097.00138371878,"0","1","60","F1","1","1"
38446337,15000,13288.5008305503,15000,13288.5008305503,0.1559,361.52,320.27058801737,4325.25,3831.73921448918,"1","1","60","D1","3","1"
46663309,12100,10886.8539687746,12100,10886.8539687746,0.166172947947948,371.85,334.568318040399,2970.31,2672.50671173478,"4","1","36","A3","4","0"
55203520,10000,9141.39950697995,10000,9141.39950697995,0.166172947947948,312.86,285.997824975375,1872.78,1711.98301686819,"7","1","36","A5","3","0"
48554773,12000,10948.5602016227,12000,10948.5602016227,0.166172947947948,387.15,353.227923504852,3090.54,2819.74693712691,"5","1","36","B3","2","1"
48514582,10325,9420.32367347951,10325,9420.32367347951,0.1699,256.55,234.071093310525,2032.91,1854.78645995673,"5","1","60","D3","2","1"
60881424,10000,8884.19975715315,10000,8884.19975715315,0.1399,440.922179176755,391.724071716557,1009.65,896.993228480968,"9","1","36","C4","4","1"
37998364,8400,7441.56046510817,8400,7441.56046510817,0.166172947947948,288.36,255.458139966499,3446.96,3053.66205485825,"1","1","36","C4","1","0"
65514434,8400,7937.24431802502,8400,7937.24431802502,0.1541,292.88,276.745251888472,282.09,266.549672579961,"11","1","36","D5","3","1"
56875213,3200,2925.24784223358,1000,914.139950697995,0.1655,113.38,103.645187610139,568.37,519.569723778219,"7","1","36","D2","1","1"
60940989,20000,17768.3995143063,20000,17768.3995143063,0.166172947947948,447.83,397.86111772459,1743.93,1549.34224824921,"9","1","60","C1","2","0"
46367022,27050,24337.9669301944,27050,24337.9669301944,0.1399,924.38,831.701658814534,7374.02,6634.70073577051,"4","1","36","C4","1","1"
58724121,20000,17636.5998940157,20000,17636.5998940157,0.1333,458.45,404.274961070574,1345.73,1186.70507876869,"8","1","60","C3","4","0"
43892135,14000,12596.3599638714,14000,12596.3599638714,0.166172947947948,304.33,273.817873414642,2747.51,2472.04464030974,"4","1","60","B4","1","0"
58101327,8400,7407.37195548658,8400,7407.37195548658,0.1399,287.06,253.138118278807,1167.08,1029.16615021539,"8","0","36","C4","3","1"
67318773,28000,25608.2392580621,28000,25608.2392580621,0.1448,963.52,881.216096068856,918.47,840.014268262581,"12","1","36","C5","1","1"
65616210,8275,7568.14928073084,8275,7568.14928073084,0.1699,294.99,269.791946383419,287.18,262.649076790367,"12","1","36","D3","2","1"
38456609,19775,17518.6735949422,19775,17518.6735949422,0.1714,492.95,436.704432294652,5896.57,5223.7716894932,"1","0","60","D4","4","1"
59222058,5025,4464.31037796946,5025,4464.31037796946,0.1855,183.06,162.634160754446,719.29,639.031604332269,"9","1","36","E2","3","1"
57205950,7800,6878.27395866611,7800,6878.27395866611,0.166172947947948,251.65,221.912518166452,1253.92,1105.74426695521,"8","1","36","B3","0","1"
50263117,11400,10401.1321915415,11400,10401.1321915415,0.166172947947948,274.87,250.785895218335,2390.11,2180.68860195836,"5","1","60","D1","3","1"
54483291,28925,26441.4980739395,28925,26441.4980739395,0.166172947947948,647.67,592.06102186857,3846.52,3516.25760315885,"7","1","60","C1","2","1"
40371340,6000,5354.57988297121,6000,5354.57988297121,0.1366,204.08,182.127110419461,1628.09,1452.95632694443,"2","1","36","C3","3","0"
52678305,16000,14256.4797073283,16000,14256.4797073283,0.166172947947948,536.72,478.233611782327,3197.76,2849.30003430663,"6","1","36","C2","3","1"
63156202,12000,11338.9204543215,12000,11338.9204543215,0.166172947947948,242.69,229.320217088273,480.12,453.670207377401,"11","1","60","A5","3","0"
59220192,16000,14109.2799152125,16000,14109.2799152125,0.166172947947948,527.85,465.473962702809,2101.15,1852.85709336555,"8","1","36","B5","2","1"
55951600,21000,19196.9389646579,21000,19196.9389646579,0.1399,488.53,446.584790114491,2426.33,2218.00518657707,"7","1","60","C4","4","0"
51496890,22000,19602.6595975764,22000,19602.6595975764,0.1786,556.99,496.294789511549,3877.1,3454.61234208015,"6","1","60","D5","2","1"
65623124,4200,3841.23588870931,4200,3841.23588870931,0.1433,144.23,131.909869578225,140.89,128.855172466727,"12","1","36","C5","2","0"
56562389,15000,13227.4499205118,15000,13227.4499205118,0.166172947947948,330.12,291.109717850623,1640.99,1447.07420300404,"8","1","60","B5","2","0"
60801457,21500,19101.0294778793,21500,19101.0294778793,0.1919,559.98,497.497418001062,1657.02,1472.12966815979,"9","1","60","E3","2","1"
40381857,14000,12494.0197269328,14000,12494.0197269328,0.1366,476.18,424.957308112205,5224.82,4662.78601069094,"2","1","36","C3","3","1"
39479346,11275,10062.1480300834,11275,10062.1480300834,0.1465,266.17,237.538087908408,2918.69,2604.72645977154,"2","1","60","C5","1","1"
66200428,16000,14633.2795760355,16000,14633.2795760355,0.166172947947948,355.84,325.444137771029,345.18,315.694715253495,"12","1","60","C1","4","0"
40431975,31000,27665.3293953512,31000,27665.3293953512,0.166172947947948,682.24,608.851429893046,7455,6653.06550459172,"2","1","60","B5","4","1"
55151791,28000,24691.2398516219,28000,24691.2398516219,0.1855,719.43,634.414953087585,3568.29,3146.62515179086,"8","1","60","E2","0","1"
42413845,10000,9233.40042876945,1000,923.340042876945,0.166172947947948,217.38,200.71565852059,2167.69,2001.51497754392,"3","1","60","B4","2","1"
58723451,7025,6194.855712773,7025,6194.855712773,0.1655,248.89,219.478667381078,982.64,866.521425992778,"8","1","60","D2","2","1"
38628823,16750,14838.8259274478,16750,14838.8259274478,0.2299,440.922179176755,390.612982946558,5704.8,5053.88263587489,"1","1","60","F1","2","1"
54928551,15000,13712.0992604699,15000,13712.0992604699,0.1561,361.67,330.616995968944,2157.01,1971.80901505508,"7","1","60","D1","0","1"
52006725,15000,13365.4497256203,15000,13365.4497256203,0.166172947947948,483.94,431.205049347778,3370.93,3003.59969623901,"6","1","36","B3","3","1"
61852779,17000,15441.9505370604,17000,15441.9505370604,0.166172947947948,531.86,483.115047802408,1588.13,1442.57793567187,"10","1","36","A5","0","1"
39740289,3600,3189.24019933207,3600,3189.24019933207,0.166172947947948,120.25,106.529481658245,1436.8,1272.86119955565,"1","1","36","C1","1","0"
65936080,4800,4389.98387281064,4800,4389.98387281064,0.166172947947948,154.35,141.165418910067,149.14,136.400457248121,"12","1","36","B3","0","0"
59965239,2400,2132.20794171676,2400,2132.20794171676,0.1786,86.6,76.9371698969463,257.42,228.697070148636,"9","0","36","D5","3","1"
67625144,2500,2286.44993375554,2500,2286.44993375554,0.166172947947948,84.46,77.2454245619972,80.8,73.8980618589791,"12","1","36","C3","3","1"
56563175,24000,21163.9198728188,24000,21163.9198728188,0.1465,566.56,499.609601797676,2793.73,2463.59491109542,"8","0","60","C5","2","1"
65797306,14000,12804.119629031,14000,12804.119629031,0.166172947947948,394.59,360.88411174424,358.83,328.1787318918,"12","1","60","F2","3","1"
66412949,5000,4572.89986751108,5000,4572.89986751108,0.166172947947948,156.43,143.067745254952,152.05,139.061884971012,"12","1","36","A5","2","0"
61983345,35000,31792.2511057126,35000,31792.2511057126,0.2099,946.68,859.916807907313,2799.23,2542.68065893268,"10","1","60","E5","4","0"
54483659,11200,10238.3674478175,11200,10238.3674478175,0.1999,416.18,380.446764681491,12141.38,11098.9205146056,"7","1","36","E4","1","0"
65803762,15000,14173.6505679018,15000,14173.6505679018,0.1541,523,494.187949800843,510.16,482.055304914719,"11","1","36","D1","4","1"
41144100,24000,21418.3195318848,24000,21418.3195318848,0.1561,440.922179176755,393.492171762613,5765.99,5145.74234323552,"2","1","60","D1","1","1"
66635968,16000,14633.2795760355,16000,14633.2795760355,0.2099,432.77,395.802775132554,414.11,378.736712827003,"12","1","60","E5","2","1"
68202671,20000,18291.5994700443,20000,18291.5994700443,0.166172947947948,659.33,603.010013929217,0,0,"12","1","36","B5","1","0"
41299620,18000,16063.7396489136,18000,16063.7396489136,0.1333,412.61,368.225534252125,4099.44,3658.46315924125,"2","1","60","C3","4","1"
