"id","loan_amnt_USD","funded_amnt_USD","int_rate","installment_USD","total_pymnt_USD","issue_date","loan_status","term_months","sub_grade","state_address","verification_status"
63458963,21000,21000,0.1399,488.53,961.68,"10","1","60","C4","2","0"
55038455,10400,10400,0.1855,267.22,3143.85094094105,"7","1","60","E2","1","1"
43740398,6550,6550,0.2167,249.04,2237,"3","1","36","E5","2","1"
60095791,6000,6000,0.166172947947948,191.28,766.65,"9","1","36","B2","2","1"
44200925,35000,35000,0.1757,880.61,8079.23,"4","1","60","D4","0","1"
66432877,12000,12000,0.1367,440.922179176755,258.95,"12","1","60","C4","2","1"
40257398,7500,7500,0.166172947947948,265.5,2906.76,"2","1","36","D3","4","1"
66260766,5000,5000,0.166172947947948,157.56,152.9,"12","0","36","B1","4","0"
54969265,35000,35000,0.1757,880.61,5249.5,"7","1","60","D4","2","1"
39259940,12425,12425,0.1786,448.33,5349.14,"1","1","36","D5","2","0"
60175288,16000,16000,0.166172947947948,347.8,1371.66,"9","1","60","B4","1","0"
56230490,14400,14400,0.1999,535.09,2659.46,"8","1","60","E4","2","1"
55109330,15273.4631578947,13425,0.1786,484.41,2893.14,"7","1","36","D5","1","0"
53544627,16000,16000,0.166172947947948,500.58,2996.47,"7","0","36","A5","3","0"
39719763,10000,10000,0.166172947947948,320.29,10058,"1","1","36","B2","2","1"
58713827,13800,13800,0.1919,359.43,1782.44,"8","1","60","E3","4","1"
63416247,6000,6000,0.1399,205.04,417.07,"11","1","36","C4","0","1"
42453781,35000,35000,0.2299,986.47,9820,"3","1","60","F1","0","1"
63186734,6000,6000,0.166172947947948,196.41,562.31,"10","1","36","B4","1","1"
68386849,13000,1000,0.166172947947948,295,0,"12","1","60","C2","2","0"
57284122,33000,33000,0.1757,1185.93,5897.44,"8","1","36","D4","2","1"
66350582,11200,11200,0.166172947947948,371.95,364.49,"12","1","36","C1","1","0"
60656965,26000,26000,0.166172947947948,525.82,3143.85094094105,"9","1","60","A5","1","1"
65393826,6425,6425,0.1757,230.9,237.46,"11","1","36","D4","1","1"
38892180,13825,13825,0.166172947947948,461.77,5700.27,"1","1","36","C1","1","0"
48684306,21050,21050,0.1952,552.09,4393.89,"5","1","60","E3","0","1"
63534852,15273.4631578947,14000,0.166172947947948,451.68,895.59,"11","1","36","B3","4","1"
55971253,25000,1000,0.166172947947948,752.87,3749.57,"8","1","36","A1","2","0"
40148175,2200,2200,0.1499,76.26,835.2,"1","1","36","C5","2","0"
63454548,25000,1000,0.166172947947948,796.98,2284.69,"10","1","36","B2","1","1"
50465544,10000,10000,0.166172947947948,312.86,3143.85094094105,"6","1","36","A5","1","0"
63879443,22000,22000,0.166172947947948,447.98,880.96,"11","1","60","B1","2","0"
61363669,5000,5000,0.166172947947948,159.4,471.83,"10","1","36","B2","1","0"
51978390,10000,10000,0.166172947947948,312.86,2185.64,"6","1","36","A5","4","1"
60405952,5000,5000,0.166172947947948,167.73,767.68,"9","0","36","C2","1","1"
64350253,9000,9000,0.166172947947948,286.92,564.67,"11","1","36","B2","4","0"
62774793,23000,23000,0.1465,542.96,1067.2,"10","1","60","C5","4","1"
63474728,20000,20000,0.166172947947948,447.83,882,"10","1","60","C1","1","0"
60884639,30000,30000,0.166172947947948,1000.59,2960.8,"10","1","36","C1","4","1"
38449503,15273.4631578947,5000,0.166172947947948,168.45,2014.18,"1","1","36","C2","4","0"
60687614,35000,35000,0.166172947947948,760.82,2261.09,"10","1","60","B4","3","1"
51746449,28000,28000,0.166172947947948,876,6119.73,"6","1","36","A5","2","1"
68524055,20000,20000,0.166172947947948,652.7,0,"12","1","36","B4","2","1"
49026489,9600,9600,0.166172947947948,297.57,9960.47,"5","1","36","A4","2","0"
49159374,6000,1000,0.166172947947948,201.27,1400.43,"6","1","36","C2","1","1"
60740564,28000,28000,0.166172947947948,632.66,1848.63,"10","1","60","C5","2","0"
54188157,24000,24000,0.166172947947948,537.4,3208.01,"7","1","60","C1","3","0"
45494468,8400,8400,0.166172947947948,257.04,2307.4,"4","1","36","A2","2","0"
60924670,20000,20000,0.1786,440.922179176755,1527.92,"10","1","60","D5","2","1"
42383434,7000,7000,0.166172947947948,223.16,7098.26,"3","1","36","B2","3","0"
39771227,16000,16000,0.166172947947948,333.46,3659.91,"2","1","60","B2","4","1"
58632793,16000,16000,0.166172947947948,500.58,1988.29,"8","1","36","A5","2","1"
39250456,6500,6500,0.166172947947948,217.11,2594.13,"1","1","36","C1","3","1"
61472585,14400,14400,0.1919,375.06,1086.8,"10","1","60","E3","3","1"
61391613,10000,10000,0.166172947947948,314.2,944.53,"10","1","36","B1","1","0"
55059018,16500,16500,0.166172947947948,333.7,1661.27,"7","1","60","A5","1","1"
66370727,15273.4631578947,16000,0.1699,570.37,555.27,"12","1","36","D3","2","0"
59501750,8000,8000,0.166172947947948,263.93,1050.6,"9","1","36","B5","4","1"
39128234,7000,7000,0.166172947947948,233.81,2793.67,"1","1","36","C5","4","0"
38585277,15000,15000,0.166172947947948,314.96,3759.75,"1","1","60","B2","2","0"
58050938,15000,1000,0.166172947947948,491.01,1945.72,"8","1","36","B4","1","1"
61383101,8000,8000,0.166172947947948,255.04,756.97,"10","1","36","B2","2","1"
63450035,18000,18000,0.166172947947948,440.922179176755,793.81,"10","1","60","C1","3","0"
52739141,10000,10000,0.1655,354.3,2116.61,"7","1","60","D2","4","1"
50223528,15000,15000,0.166172947947948,491.01,3427.91,"6","0","36","B4","1","1"
47078187,25000,25000,0.166172947947948,509.07,4083.92,"5","1","60","B1","1","1"
41001386,18000,18000,0.166172947947948,366.53,3648.94,"2","1","60","B1","3","0"
41021709,8000,8000,0.166172947947948,263.93,2898.11,"2","1","36","B5","2","0"
61412459,15273.4631578947,10800,0.166172947947948,348.44,1039.33,"10","1","36","B3","4","1"
58792366,10800,10800,0.166172947947948,360.22,3143.85094094105,"8","1","36","C1","2","1"
63907483,12000,12000,0.166172947947948,440.922179176755,717.44,"11","1","36","A1","1","0"
54728145,10000,10000,0.166172947947948,312.86,1868.39,"7","1","36","A5","3","1"
38538355,11550,11550,0.166172947947948,383.58,3143.85094094105,"1","1","36","B5","1","1"
68396126,8000,8000,0.166172947947948,261.08,0,"12","1","36","B4","4","0"
46114355,12000,12000,0.1333,275.07,2466.74,"4","1","60","C3","2","1"
59759728,20000,20000,0.166172947947948,575.25,1123.84,"9","1","60","F3","2","1"
63498504,10000,10000,0.1399,232.64,457.51,"10","1","60","C4","1","0"
38579703,22000,22000,0.2099,595.06,22269.37,"1","1","60","E5","4","1"
61500773,16000,16000,0.166172947947948,502.72,1950.89,"10","1","36","B1","1","0"
46612943,12950,12950,0.1884,334.8,2664.85,"4","1","60","E2","1","1"
60277267,8500,1000,0.1561,297.21,939.54,"9","1","36","D1","4","0"
65107570,10000,10000,0.166172947947948,322.63,634.16,"11","1","36","B3","2","0"
52808307,12000,12000,0.166172947947948,440.922179176755,1522.8,"6","1","60","B3","2","0"
50214511,9000,9000,0.166172947947948,296.92,3143.85094094105,"6","1","36","B5","1","1"
51928336,24000,1000,0.166172947947948,800.48,5570.59,"6","1","36","C1","3","1"
39650824,9000,9000,0.166172947947948,288.26,3166.12,"1","1","36","B5","2","0"
46305741,12000,12000,0.166172947947948,392.81,3527.96,"4","1","36","B4","3","0"
8214572,7000,7000,0.166172947947948,233.81,7300.41,"2","1","36","C1","2","1"
62306678,10000,10000,0.1855,256.94,503.57,"10","0","60","E2","2","0"
40953085,23950,23950,0.166172947947948,732.85,3143.85094094105,"3","1","36","A2","3","1"
68584879,6600,6600,0.1577,231.29,0,"12","1","36","D1","3","1"
60910832,24525,24525,0.1999,649.63,1894.42,"9","1","60","E4","1","1"
58361048,20000,20000,0.166172947947948,451.9,2184.26,"8","1","60","C2","3","1"
39560250,10000,10000,0.166172947947948,329.48,3611.57,"1","1","36","B4","1","1"
37068509,7000,7000,0.166172947947948,242.63,2905.73,"1","1","36","C5","3","1"
61411028,16000,16000,0.166172947947948,358.27,1063.89,"10","1","60","C1","3","1"
52321216,18000,1000,0.166172947947948,554.89,3877.34,"6","1","36","A3","3","0"
52057404,15273.4631578947,35000,0.1757,880.61,6095.94,"6","1","60","D4","3","1"
56048451,7200,7200,0.166172947947948,235.69,1169.66,"7","1","36","B4","4","1"
38428632,8000,8000,0.1499,277.29,8569.74,"1","1","60","C5","1","1"
63468626,12500,12500,0.166172947947948,398.49,3484.24,"10","1","36","B2","1","1"
59229822,6000,6000,0.166172947947948,184.97,737.58,"9","1","36","A3","0","0"
54188004,35000,35000,0.1699,869.66,3143.85094094105,"7","1","60","D3","4","1"
39529544,15000,15000,0.166172947947948,498.15,15909.24,"1","1","36","B5","2","1"
39692957,24000,24000,0.1431,562.31,6166.33,"1","1","60","C5","1","1"
63204384,19800,19800,0.166172947947948,504.95,979.87,"11","1","60","E1","0","1"
44085920,10000,10000,0.166172947947948,312.86,3105.6,"3","1","36","A5","2","0"
40992858,24000,24000,0.166172947947948,740.18,6652.39,"3","1","36","A4","3","1"
43245311,2300,2300,0.166172947947948,73.33,2356.84,"3","1","36","B5","1","0"
63286123,14000,14000,0.166172947947948,431.58,3143.85094094105,"10","1","36","A3","2","0"
55191395,3000,3000,0.1465,440.922179176755,503.34,"8","1","36","C5","2","0"
36950419,14000,14000,0.1599,340.38,4132.09,"1","1","60","D2","1","1"
50840008,15273.4631578947,18000,0.166172947947948,364.03,2532.43,"6","1","60","A5","1","0"
65803255,14000,14000,0.166172947947948,438,425.73,"11","1","36","A5","3","0"
52626200,20000,20000,0.1333,458.45,21230.07,"6","1","60","C3","1","1"
40351451,10000,10000,0.166172947947948,329.48,3611.57,"1","1","36","B4","4","1"
57215748,2675,2675,0.1699,95.36,474.28,"8","1","36","D3","3","1"
57884444,22400,22400,0.1399,521.1,2049.58,"8","1","60","C4","2","0"
61843038,12000,12000,0.166172947947948,268.7,529.21,"10","1","60","C1","4","0"
63528862,15273.4631578947,12000,0.1999,317.86,622.39,"10","1","60","E4","1","1"
63427689,10000,10000,0.166172947947948,335.45,656.8,"10","1","36","C2","2","1"
65513512,33600,33600,0.2099,908.81,850.04,"11","1","60","E5","1","1"
46275289,13625,13625,0.1757,489.65,4380.25,"4","0","36","D4","4","1"
38697764,12000,12000,0.166172947947948,389.98,4665.77,"1","1","60","B3","2","1"
63159650,24000,24000,0.166172947947948,754.07,1497.23,"10","1","36","B1","2","0"
62326667,9500,9500,0.166172947947948,298.49,891.15,"10","1","36","B1","2","0"
63889410,16000,16000,0.166172947947948,527.55,588.83,"11","1","36","B5","3","1"
45594232,11000,11000,0.166172947947948,369,3313.24,"4","0","36","C2","1","1"
68505348,8000,8000,0.166172947947948,250.36,0,"12","1","36","A5","2","1"
38636713,10000,10000,0.166172947947948,440.922179176755,3971.88,"1","1","36","B5","3","1"
54423823,7400,7400,0.166172947947948,244.13,1215.91,"7","1","36","B5","3","1"
41940119,12000,12000,0.1561,419.58,4185.39,"3","1","36","D1","1","1"
50518687,9500,9500,0.1655,336.58,2338.59,"5","1","36","D2","2","1"
59779321,35000,35000,0.166172947947948,1115.77,4471.99,"9","1","36","B2","1","1"
45515154,10000,10000,0.1786,253.18,2268.7,"4","1","60","D5","0","1"
48404362,24000,24000,0.166172947947948,500.19,3989.29,"5","1","60","B5","2","1"
66431341,9525,9525,0.1786,343.69,324.79,"12","1","36","D5","1","1"
59272914,26000,26000,0.166172947947948,582.18,1711.04,"9","1","60","C1","0","0"
63631496,35000,35000,0.1318,1182.33,2326.22,"11","1","36","C3","0","1"
45484640,17425,17425,0.1561,420.14,3766.15,"4","1","60","D1","4","1"
66420624,35000,35000,0.1367,1190.62,0,"12","0","36","C4","2","1"
61471647,20000,20000,0.166172947947948,625.72,1868.39,"10","1","36","A5","4","0"
63407607,30000,30000,0.1399,1025.19,2027.06,"10","1","36","C4","1","0"
55161632,30000,30000,0.166172947947948,982.02,4891.78,"8","1","36","B4","1","1"
41640225,19000,19000,0.166172947947948,429.3,4192.53,"3","1","60","C5","1","1"
51866569,3000,3000,0.166172947947948,100.64,608.07,"6","1","60","C2","1","0"
38534727,16000,16000,0.166172947947948,497.63,5958.24,"1","1","36","A4","2","0"
67368303,10000,10000,0.166172947947948,332.1,0,"12","1","60","C1","1","1"
45794271,7000,7000,0.166172947947948,219,1967.93,"4","1","60","A5","4","1"
55981788,12000,1000,0.166172947947948,377.04,1874.29,"7","1","36","B1","2","0"
43915075,7000,7000,0.166172947947948,233.48,2091.76,"3","1","36","C1","3","0"
46620261,20000,20000,0.1465,472.14,3264.29,"5","1","60","C5","2","0"
66542229,10000,10000,0.166172947947948,315.12,310.46,"12","1","36","B1","0","1"
54578514,15273.4631578947,12000,0.166172947947948,244.36,1210.89,"7","1","60","B1","2","0"
61922418,11000,11000,0.1757,276.77,532.07,"10","1","60","D4","1","0"
53614610,10000,10000,0.166172947947948,217.38,1298.17,"7","1","60","B4","0","1"
54899389,16675,16675,0.1786,601.68,18002.57,"7","1","36","D5","2","0"
60287152,4375,4375,0.166172947947948,137.47,3143.85094094105,"9","1","36","B1","2","0"
59083034,27625,27625,0.1699,984.77,3913.01,"9","1","36","D3","0","1"
45814398,15000,15000,0.166172947947948,458.99,4141.56,"4","1","36","A2","2","1"
67789666,20000,20000,0.166172947947948,656.86,0,"12","1","60","B5","4","1"
63218108,35000,35000,0.1786,886.11,834.02,"11","1","60","D5","4","1"
38459357,10000,10000,0.166172947947948,336.9,10796.73,"1","1","36","C2","2","1"
41790302,1000,1000,0.166172947947948,34.5,343.37,"2","1","36","C5","1","1"
65394380,20000,20000,0.166172947947948,654.68,642.47,"12","1","36","B5","2","1"
42413123,10800,10800,0.166172947947948,337.89,3369.43,"3","1","36","A5","2","1"
65332908,3600,3600,0.166172947947948,130.52,3143.85094094105,"11","1","36","E1","2","1"
54475185,19650,19650,0.1699,700.48,3143.85094094105,"7","0","36","D3","3","0"
53322136,18000,18000,0.166172947947948,593.83,3539.92,"7","1","36","B5","2","1"
62165505,9000,9000,0.166172947947948,271.04,810.46,"10","1","36","A5","2","1"
38599307,12000,12000,0.166172947947948,263.55,3160.62,"1","1","60","B4","2","1"
65561394,15273.4631578947,24000,0.1433,562.56,524.35,"11","1","60","C5","4","1"
38436495,10000,10000,0.166172947947948,314.25,3766.45,"1","1","36","A5","4","1"
54413674,12000,1000,0.166172947947948,392.81,2392.67,"7","1","36","B4","1","1"
41141450,15625,15625,0.1699,388.24,3852.9,"2","1","60","D3","4","1"
62337857,12500,12500,0.166172947947948,440.922179176755,768.82,"10","1","60","B2","2","0"
63350221,21000,21000,0.166172947947948,703.44,1392.19,"11","1","36","C2","1","1"
39650479,23000,23000,0.166172947947948,494.25,5423.35,"1","1","60","B3","1","1"
60950462,12000,12000,0.166172947947948,375.43,3143.85094094105,"9","1","36","A5","2","0"
46837484,15000,1000,0.166172947947948,471.3,3763.58,"5","1","36","B1","2","0"
55268887,10100,1000,0.1655,357.84,1779.91,"7","1","36","D2","4","0"
54099397,10000,10000,0.166172947947948,301.15,1780.3,"7","1","36","A1","2","0"
65661412,9300,9300,0.1786,335.57,661.91,"11","1","36","D5","1","0"
43305928,4000,1000,0.1465,137.98,4121.17,"3","1","36","C5","1","1"
51206243,15600,15600,0.1465,368.27,2552.5,"6","1","60","C5","1","1"
41161560,11500,11500,0.166172947947948,353.41,3878.97,"2","1","36","A3","4","0"
39260628,30000,30000,0.166172947947948,673.27,2641.46,"1","0","60","C1","3","1"
61682198,12000,12000,0.166172947947948,361.38,1061.08,"10","1","36","A5","2","1"
46135267,8000,8000,0.166172947947948,250.29,1998.81,"4","1","36","A5","2","0"
60753901,12700,12700,0.166172947947948,387.75,3143.85094094105,"10","1","36","A2","1","1"
66520652,18000,18000,0.1367,415.76,402.09,"12","0","60","C4","4","1"
41012362,7525,7525,0.1757,270.43,2960.04,"2","1","36","D4","1","0"
47138378,21000,21000,0.166172947947948,692.8,5515.5,"5","1","36","B5","1","1"
57428261,5425,5425,0.166172947947948,163.38,815.3,"8","1","36","A1","3","1"
64281129,15273.4631578947,20500,0.166172947947948,675.92,1325.67,"11","1","36","B5","4","1"
38988234,3500,3500,0.166172947947948,110.77,1327.55,"1","1","36","B1","2","0"
55280310,35000,35000,0.1333,1184.86,5872.46,"7","0","36","C3","2","1"
47624121,20000,20000,0.1399,465.27,3706.62,"5","1","60","C4","3","1"
50839203,27000,27000,0.166172947947948,440.922179176755,6217.88,"6","1","36","B5","4","1"
66523593,4000,4000,0.166172947947948,131.38,126.39,"12","1","36","B5","3","1"
50645683,26000,26000,0.1919,440.922179176755,4684.82,"6","1","60","E3","3","1"
39611467,12000,12000,0.1559,419.46,4593.27,"1","1","36","D1","2","1"
50580011,25000,25000,0.166172947947948,564.87,3936.47,"6","1","60","C2","4","1"
55482837,18000,18000,0.1855,462.49,2293.9,"7","1","60","E5","3","1"
68426029,3525,3525,0.166172947947948,116.21,0,"12","1","36","B5","2","0"
65067155,16000,1000,0.166172947947948,500.58,987.13,"11","1","36","A5","2","0"
42131157,6400,6400,0.166172947947948,211.14,6576.06,"3","1","36","B5","0","0"
38599875,4500,4500,0.1431,154.48,1844.82,"1","1","36","C4","3","0"
66511618,10200,10200,0.166172947947948,311.42,307.88,"12","1","60","A2","3","0"
49973829,16500,16500,0.166172947947948,350.5,2430.61,"5","1","60","B3","3","1"
54363128,5000,5000,0.1465,172.48,5165.05,"7","1","36","C5","2","1"
59082870,12000,12000,0.166172947947948,387.15,1535.28,"9","1","36","B3","3","1"
49067030,3500,3500,0.166172947947948,115.47,812.76,"5","1","36","B5","3","0"
49218374,3000,3000,0.166172947947948,100.06,698.37,"6","1","60","C1","1","1"
65160457,6000,6000,0.166172947947948,193.58,186.92,"11","1","36","B3","2","1"
40297845,12000,12000,0.166172947947948,263.55,2883.8,"1","1","60","B5","3","1"
65694871,5000,5000,0.166172947947948,161.32,155.77,"11","1","36","B3","2","1"
53594193,29875,29875,0.166172947947948,742.32,4397.52,"7","1","60","D3","3","1"
50635373,1800,1000,0.166172947947948,56.56,394.28,"5","1","36","B1","3","0"
67755462,12000,12000,0.1318,274.15,256.58,"12","1","60","C3","1","0"
58973735,28000,28000,0.166172947947948,843.22,3364.6,"8","1","36","A1","4","0"
63246943,35000,35000,0.1333,802.29,750.45,"11","1","60","C3","2","1"
44986001,20000,20000,0.166172947947948,611.98,5500.72,"4","1","36","A2","2","0"
39691506,16150,16150,0.1599,567.71,17890.34,"1","1","36","D2","2","1"
41690121,30000,30000,0.166172947947948,660.24,6583.18,"3","1","60","B5","3","1"
51879416,28000,28000,0.166172947947948,867.9,28273.45,"6","1","36","A4","1","1"
54077759,18000,18000,0.166172947947948,366.53,1824.47,"7","1","60","B1","4","0"
64761885,4800,4800,0.166172947947948,150.82,298.37,"11","1","60","B1","1","0"
63732320,6500,6500,0.1655,230.29,481.49,"11","1","36","D2","4","1"
60576596,16850,16850,0.166172947947948,529.42,1580.6,"9","1","36","B1","4","0"
45295307,3800,3800,0.1952,140.3,416.78,"4","0","36","E3","4","1"
40943417,31825,31825,0.1952,834.7,8312.49,"2","1","60","E3","0","1"
51167851,15000,15000,0.166172947947948,440.922179176755,3200.59,"6","1","36","A2","1","0"
52979158,12000,12000,0.166172947947948,400.24,2385.05,"7","1","36","C1","4","1"
42393705,10000,10000,0.166172947947948,333.53,3328.47,"3","1","36","C1","2","1"
39770600,15273.4631578947,14050,0.1561,491.26,5373.4,"2","1","36","D1","2","1"
62316419,13000,13000,0.166172947947948,414.43,1236.67,"10","1","36","B2","2","0"
64822185,5000,5000,0.166172947947948,157.1,310.79,"11","1","36","B1","2","0"
61540821,15273.4631578947,14400,0.166172947947948,483.05,14465.99,"10","1","36","C2","1","0"
39469124,2400,2400,0.166172947947948,79.08,947.43,"1","1","36","B4","1","0"
60597443,6400,6400,0.166172947947948,213.46,3143.85094094105,"9","1","36","C1","2","1"
38568445,11000,11000,0.166172947947948,367.41,4033.94,"1","1","36","C1","0","1"
58320307,8400,8400,0.166172947947948,440.922179176755,1103.1,"8","1","36","B5","1","1"
55149288,2000,2000,0.1465,68.99,2000.82,"7","1","36","C5","3","0"
65251724,5000,5000,0.166172947947948,167.49,3143.85094094105,"11","1","36","C2","2","1"
61479825,18025,18025,0.1999,477.46,1412.36,"10","0","60","E4","3","1"
65334459,20700,20700,0.166172947947948,527.9,1034.87,"11","0","60","E1","4","1"
63084472,15000,15000,0.166172947947948,335.87,997.37,"10","1","60","C1","3","0"
56330293,7600,1000,0.166172947947948,238.79,1190.5,"8","1","36","B1","1","1"
41439819,5000,5000,0.166172947947948,166.77,1664.29,"2","1","60","C1","2","0"
42293317,15273.4631578947,1600,0.1399,54.68,1749.59,"3","1","36","C4","1","0"
54028198,10000,10000,0.1999,264.89,1567.13,"7","1","60","E4","4","1"
38455740,15000,15000,0.166172947947948,471.37,7193.18,"1","1","36","A5","3","1"
64261271,12000,12000,0.1849,307.93,597.37,"11","1","60","E5","1","1"
64200532,15273.4631578947,15000,0.166172947947948,469.29,885.98,"11","1","36","A5","4","1"
53874794,14275,14275,0.1786,361.41,2140.13,"7","1","60","D5","0","1"
50536185,22225,22225,0.1465,766.64,5330.3,"5","1","36","C5","4","1"
58160345,7500,7500,0.166172947947948,235.65,935.78,"8","1","36","B1","3","1"
60883372,25000,25000,0.1919,651.14,2032.03,"10","1","60","E3","2","1"
57682670,7200,1000,0.1561,251.75,1246.26,"8","1","36","D1","1","1"
48765852,12000,12000,0.1399,410.08,3261.99,"5","1","36","C4","3","0"
43539125,13675,13675,0.1825,349.12,3128.22,"3","1","60","E1","1","1"
55209795,15273.4631578947,6000,0.166172947947948,197.95,1183.86,"7","1","36","B5","2","0"
67306979,15000,15000,0.166172947947948,472.68,465.7,"12","1","36","B1","2","0"
61842857,2800,2800,0.166172947947948,90.34,179.13,"10","1","36","B3","3","1"
45484159,10000,10000,0.166172947947948,312.86,2811.36,"4","1","36","A5","1","1"
65826956,9000,9000,0.166172947947948,281.58,277.64,"11","1","36","A5","4","1"
46105337,14700,14700,0.166172947947948,484.96,4355.22,"4","1","36","B5","3","0"
65462209,7000,7000,0.166172947947948,225.84,443.91,"11","1","36","B3","4","1"
43559790,12975,12975,0.1786,468.17,3143.85094094105,"3","1","36","D5","4","0"
38559841,18000,18000,0.166172947947948,386.81,4620.74,"1","1","60","B3","2","0"
40592150,15600,15600,0.166172947947948,513.99,5688.92,"2","1","36","B4","4","0"
67636110,12500,12500,0.166172947947948,385.34,0,"12","1","36","A3","4","1"
52979636,6000,6000,0.166172947947948,180.69,1261.28,"6","1","36","A1","2","0"
43351709,21000,21000,0.1333,710.92,21586.68,"3","1","36","C3","2","0"
39420263,25000,25000,0.166172947947948,777.55,9394.39,"1","1","36","A4","1","0"
56904896,19075,19075,0.1855,490.11,2411.23,"8","1","60","E2","2","1"
66096793,8750,8750,0.1318,295.59,289.18,"12","0","36","C3","2","1"
46556241,14900,14900,0.166172947947948,468.16,3758.04,"4","1","36","B1","0","0"
55677653,5000,5000,0.166172947947948,163.67,812.24,"7","1","36","B4","1","1"
65676790,21000,21000,0.166172947947948,632.42,630.59,"12","1","60","A1","2","0"
50656317,28000,28000,0.1465,660.99,4604.14,"6","0","60","C5","2","1"
45704130,12000,12000,0.1561,289.34,2014.97,"4","1","60","D1","2","0"
44673541,23225,23225,0.1655,571.6,5123.05,"4","1","60","D2","2","1"
51446506,9000,9000,0.1465,310.45,2158.5,"6","1","36","C5","0","0"
66574474,20000,20000,0.166172947947948,669.94,655.95,"12","1","36","C2","2","0"
66503378,1400,1400,0.2499,55.66,51.77,"12","0","36","F4","4","1"
51536935,24000,24000,0.1333,550.14,3833.21,"6","1","60","C3","4","1"
63155661,25925,25925,0.166172947947948,803.58,1586.25,"10","1","36","A4","2","0"
58351171,8000,8000,0.166172947947948,240.92,961.32,"8","1","36","A1","1","0"
63416627,5000,5000,0.166172947947948,164.86,326.53,"11","1","36","B5","2","0"
60547003,5000,5000,0.166172947947948,164.96,656.64,"9","1","36","B5","2","1"
57215335,10000,10000,0.1333,338.54,1339.35,"8","1","36","C3","0","0"
57578507,14000,14000,0.1465,330.5,1629.71,"8","1","60","C5","0","0"
65773372,35000,35000,0.166172947947948,789.04,764.56,"11","1","60","C2","4","1"
54543191,12000,12000,0.1399,410.08,2441.83,"7","0","36","C4","4","1"
56290196,14550,14550,0.166172947947948,325.8,1609.13,"8","1","60","C5","4","0"
51857604,1000,1000,0.166172947947948,33.55,233.44,"6","1","36","C5","4","1"
61932596,21000,21000,0.166172947947948,632.42,1258.63,"11","1","36","A1","2","0"
58562289,20000,20000,0.166172947947948,645.25,2569.9,"8","1","36","B3","1","1"
60981321,9500,9500,0.1399,324.65,966.57,"9","0","36","C4","1","1"
46792206,9600,9600,0.166172947947948,306.04,2438.54,"4","1","36","B2","2","1"
62824994,11000,11000,0.166172947947948,246.31,485.11,"10","1","60","C1","4","1"
51936680,20000,20000,0.166172947947948,659.81,3963.44,"6","1","36","B5","3","1"
66604024,14000,14000,0.166172947947948,295.81,257.85,"12","1","60","B3","4","0"
41163171,20000,20000,0.166172947947948,614.62,6131.36,"2","1","36","A3","4","1"
51946454,5000,5000,0.166172947947948,166.77,1160.56,"6","1","36","C1","1","1"
65442477,12000,12000,0.1318,274.15,539.51,"11","1","60","C3","1","0"
60395926,15000,15000,0.166172947947948,500.3,3143.85094094105,"9","1","36","C1","2","1"
43976171,7000,7000,0.166172947947948,223.16,7355.82,"3","1","36","B2","2","1"
55900497,3000,3000,0.1561,104.9,521.9,"8","0","36","D1","1","1"
60656470,34375,34375,0.2299,968.85,2862.65,"9","1","60","F2","2","1"
56502483,7200,7200,0.166172947947948,440.922179176755,1157.45,"8","1","36","B3","4","0"
63527754,4300,4300,0.1561,440.922179176755,296.97,"10","1","36","D1","2","1"
65292749,3250,3250,0.166172947947948,108.87,215.47,"11","1","60","C2","4","1"
67257068,20800,20800,0.166172947947948,425.55,415.87,"12","1","60","B1","3","1"
64361307,12000,12000,0.166172947947948,375.43,4126.58,"11","1","36","A5","1","1"
60205820,24000,24000,0.166172947947948,485.38,1445.62,"9","1","60","A5","4","0"
57145721,24000,24000,0.166172947947948,500.19,2488.72,"8","1","60","B2","4","0"
66625356,12000,12000,0.166172947947948,398.52,390.53,"12","1","36","C1","1","0"
39640972,17650,1000,0.1559,425.38,4648.61,"1","1","60","D1","1","0"
46175132,25000,25000,0.166172947947948,759.76,6821.37,"4","1","36","A1","3","0"
46722932,12000,12000,0.166172947947948,440.922179176755,3179.17,"4","1","36","B5","1","1"
45296086,2400,2400,0.166172947947948,75.09,674.76,"4","1","36","A5","2","0"
65875859,25600,1000,0.2199,977.55,946.28,"12","1","36","F1","2","1"
67457410,13000,13000,0.166172947947948,300.27,280.52,"12","1","60","C4","2","1"
67278165,7200,7200,0.166172947947948,234.5,0,"12","1","36","B4","1","1"
46408128,24000,24000,0.166172947947948,750.86,6714.36,"4","1","36","A5","3","1"
45874210,14000,14000,0.166172947947948,458.28,4115.97,"4","1","36","B4","1","0"
52038866,25000,25000,0.166172947947948,752.87,5255.31,"6","1","36","A1","2","1"
46794082,35000,35000,0.1699,440.922179176755,6924.24,"4","1","60","D3","1","1"
66530972,12000,12000,0.166172947947948,270.53,262.14,"12","1","60","C2","1","1"
54128392,25000,25000,0.1855,642.34,3802.51,"7","1","60","E2","1","1"
55261398,16000,16000,0.166172947947948,481.84,2404.47,"7","1","60","A1","2","0"
40385571,20000,20000,0.166172947947948,628.49,6895.19,"2","1","36","A5","2","1"
55970300,20000,20000,0.166172947947948,616.54,3075.04,"7","1","36","A3","1","1"
59280802,12000,12000,0.1333,406.24,1791.11,"9","1","36","C3","2","0"
43779455,17500,17500,0.1757,440.31,4368.94,"3","1","60","D4","1","1"
